City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
260,Davila,PH,2022-01-27 01:23:18,18.4726,120.5763,80.58,91,88,23.76,overcast clouds
261,Yagodnoye,RU,2022-01-27 01:24:02,62.55,149.6667,-33.65,99,72,4.07,broken clouds
262,Siuna,NI,2022-01-27 01:24:03,13.7332,-84.7773,69.4,69,11,3.47,few clouds
263,Ascension,US,2022-01-27 01:19:24,30.2169,-90.9001,50.0,61,0,7.0,clear sky
264,Mahebourg,MU,2022-01-27 01:22:45,-20.4081,57.7,71.26,88,40,4.61,scattered clouds
265,Charyshskoye,RU,2022-01-27 01:24:05,51.3978,83.5598,11.32,92,100,3.02,overcast clouds
266,Luderitz,NA,2022-01-27 01:24:06,-26.6481,15.1594,68.72,69,5,19.82,clear sky
267,Bad Krozingen,DE,2022-01-27 01:24:07,47.9167,7.7,32.52,92,50,1.99,scattered clouds
268,Constitucion,CL,2022-01-27 01:20:58,-35.3333,-72.4167,57.94,95,6,6.64,clear sky
269,Bethanien,NA,2022-01-27 01:25:09,-26.502,17.1583,83.03,33,89,10.16,overcast clouds
270,Baykit,RU,2022-01-27 01:25:09,61.67,96.37,-21.77,100,60,1.03,broken clouds
271,Warri,NG,2022-01-27 01:25:10,5.5167,5.75,75.58,86,20,1.86,few clouds
272,Malyn,UA,2022-01-27 01:25:11,50.7723,29.2383,21.11,96,98,5.97,overcast clouds
273,Conde,BR,2022-01-27 01:25:11,-7.2597,-34.9075,74.66,100,75,3.44,thunderstorm with light rain
274,Mogadishu,SO,2022-01-27 01:25:12,2.0371,45.3438,75.13,79,19,16.26,few clouds
275,Falam,MM,2022-01-27 01:21:08,22.9167,93.6833,44.94,86,5,2.62,clear sky
276,Gushikawa,JP,2022-01-27 01:25:13,26.3544,127.8686,71.6,65,0,5.75,clear sky
277,Bristol,US,2022-01-27 01:22:32,41.8334,-71.1662,20.44,42,0,1.99,clear sky
278,Namatanai,PG,2022-01-27 01:25:15,-3.6667,152.4333,85.68,67,49,3.78,scattered clouds
279,Dudinka,RU,2022-01-27 01:25:15,69.4058,86.1778,2.62,95,100,25.46,light snow
280,San Ramon De La Nueva Oran,AR,2022-01-27 01:25:16,-23.1322,-64.326,82.42,53,100,4.07,overcast clouds
281,Bridgton,US,2022-01-27 01:25:17,44.0548,-70.7128,9.82,63,1,3.31,clear sky
282,Labuhan,ID,2022-01-27 01:25:19,-6.8844,112.2051,80.69,81,100,9.69,overcast clouds
283,Husavik,IS,2022-01-27 01:22:51,66.0449,-17.3389,31.91,71,100,10.25,overcast clouds
284,Ishigaki,JP,2022-01-27 01:25:20,24.3448,124.1572,75.33,69,40,10.36,scattered clouds
285,San Patricio,US,2022-01-27 01:25:21,28.017,-97.5169,57.18,74,54,8.61,broken clouds
286,Pinotepa Nacional,MX,2022-01-27 01:25:22,16.3167,-98.0167,74.1,74,1,2.21,clear sky
287,Rudbar,AF,2022-01-27 01:20:56,30.15,62.6,47.61,33,0,5.23,clear sky
288,Guarumal,PA,2022-01-27 01:25:23,8.35,-82.5333,78.89,89,20,3.44,few clouds
289,Aban,RU,2022-01-27 01:25:24,56.67,96.06,9.64,96,100,4.21,light snow
290,Bambanglipuro,ID,2022-01-27 01:25:25,-7.95,110.2833,81.23,79,100,5.77,overcast clouds
291,Chipinge,ZW,2022-01-27 01:25:26,-20.1883,32.6236,63.9,97,100,3.83,light rain
292,Yulara,AU,2022-01-27 01:25:27,-25.2406,130.9889,89.44,43,68,8.05,broken clouds
293,Caravelas,BR,2022-01-27 01:23:59,-17.7125,-39.2481,75.11,91,84,4.16,broken clouds
294,Taubate,BR,2022-01-27 01:25:28,-23.0264,-45.5553,72.91,94,75,4.61,broken clouds
295,Mukhen,RU,2022-01-27 01:25:29,48.1,136.1,5.76,89,100,3.76,overcast clouds
296,Port Hardy,CA,2022-01-27 01:25:30,50.6996,-127.4199,41.76,93,75,4.61,broken clouds
297,Beringovskiy,RU,2022-01-27 01:25:31,63.05,179.3167,1.62,95,100,5.57,overcast clouds
298,Codrington,AU,2022-01-27 01:24:22,-38.2667,141.9667,89.44,46,7,10.07,clear sky
299,Paamiut,GL,2022-01-27 01:25:33,61.994,-49.6678,10.89,71,100,14.03,overcast clouds
300,Carnarvon,AU,2022-01-27 01:24:00,-24.8667,113.6333,78.87,69,75,12.66,broken clouds
301,Kruisfontein,ZA,2022-01-27 01:25:00,-34.0033,24.7314,64.89,95,87,1.32,overcast clouds
302,Beloha,MG,2022-01-27 01:21:25,-25.1667,45.05,68.45,87,0,10.33,clear sky
303,Lorengau,PG,2022-01-27 01:25:35,-2.0226,147.2712,83.43,78,100,7.18,overcast clouds
304,Belyy Yar,RU,2022-01-27 01:25:36,53.6039,91.3903,-0.51,78,40,2.24,fog
305,Sao Domingos,BR,2022-01-27 01:25:36,-13.3983,-46.3183,69.93,88,100,3.15,overcast clouds
306,Grindavik,IS,2022-01-27 01:22:51,63.8424,-22.4338,28.35,93,0,8.05,clear sky
307,Ahuimanu,US,2022-01-27 01:21:16,21.4447,-157.8378,80.31,63,20,5.01,few clouds
308,Potiskum,NG,2022-01-27 01:25:38,11.7091,11.0694,60.8,25,8,11.1,clear sky
309,Masvingo,ZW,2022-01-27 01:25:39,-20.0637,30.8277,65.08,94,100,7.45,overcast clouds
310,Ahipara,NZ,2022-01-27 01:25:40,-35.1667,173.1667,72.77,56,2,16.24,clear sky
311,Kostino,RU,2022-01-27 01:25:41,58.9097,53.2691,11.39,96,100,3.18,light snow
312,Caracoli,CO,2022-01-27 01:25:41,6.4119,-74.7606,70.27,97,100,2.77,overcast clouds
313,Cassia,BR,2022-01-27 01:25:42,-20.5831,-46.9219,68.58,90,74,1.23,broken clouds
314,Ilhabela,BR,2022-01-27 01:25:43,-23.7781,-45.3581,77.25,89,41,5.61,scattered clouds
315,Mendi,PG,2022-01-27 01:25:44,-6.1761,143.6513,60.57,93,100,1.77,overcast clouds
316,Torbay,CA,2022-01-27 01:25:45,47.6666,-52.7314,31.87,95,100,13.8,light snow
317,Pisco,PE,2022-01-27 01:26:46,-13.7,-76.2167,70.02,77,0,19.57,clear sky
318,Jumla,NP,2022-01-27 01:26:47,29.2747,82.1838,22.93,68,5,4.99,clear sky
319,Baiyin,CN,2022-01-27 01:26:48,36.5583,104.2081,14.88,50,100,4.23,overcast clouds
320,Gualaceo,EC,2022-01-27 01:26:48,-2.9,-78.7833,60.46,95,97,3.51,overcast clouds
321,Paracuru,BR,2022-01-27 01:25:14,-3.41,-39.0306,82.42,84,99,12.41,overcast clouds
322,Santos Reyes Nopala,MX,2022-01-27 01:26:50,16.1092,-97.1561,72.77,81,22,0.36,few clouds
323,Bowen,AU,2022-01-27 01:26:50,-20.0167,148.2333,75.42,93,100,7.27,light rain
324,Altay,CN,2022-01-27 01:26:51,47.8667,88.1167,5.11,77,100,3.11,overcast clouds
325,Wagar,SD,2022-01-27 01:25:09,16.1525,36.2032,68.43,83,12,19.22,few clouds
326,Tautira,PF,2022-01-27 01:26:52,-17.7333,-149.15,84.22,77,36,16.51,light rain
327,Oroville,US,2022-01-27 01:26:53,39.5138,-121.5564,62.13,47,0,0.0,clear sky
328,Sal Rei,CV,2022-01-27 01:26:54,16.1833,-22.9167,68.56,77,100,24.27,overcast clouds
329,Pudozh,RU,2022-01-27 01:26:55,61.8099,36.5345,15.6,88,100,6.11,overcast clouds
330,Tiarei,PF,2022-01-27 01:26:56,-17.5333,-149.3333,84.22,77,75,16.2,light rain
331,Boa Vista,BR,2022-01-27 01:26:57,2.8197,-60.6733,82.38,57,0,6.91,clear sky
332,Bonfim,BR,2022-01-27 01:26:58,3.0833,-59.95,81.9,60,99,3.18,overcast clouds
333,Bandarbeyla,SO,2022-01-27 01:26:59,9.4942,50.8122,71.74,71,78,13.2,broken clouds
334,Namtsy,RU,2022-01-27 01:26:59,62.7161,129.6658,-34.49,100,96,1.25,overcast clouds
335,Tasiilaq,GL,2022-01-27 01:27:00,65.6145,-37.6368,17.76,79,100,8.12,overcast clouds
336,Huambo,AO,2022-01-27 01:27:01,-12.7761,15.7392,58.98,93,100,1.83,overcast clouds
337,Visnes,NO,2022-01-27 01:27:02,59.3556,5.2242,47.57,87,40,21.85,scattered clouds
338,Ciudad Bolivar,VE,2022-01-27 01:27:02,8.1222,-63.5497,81.41,45,15,12.95,few clouds
339,Nichinan,JP,2022-01-27 01:27:03,31.6,131.3667,51.48,69,100,3.13,light rain
340,Wenling,CN,2022-01-27 01:27:04,28.3669,121.36,51.91,91,100,11.99,overcast clouds
341,Stornoway,GB,2022-01-27 01:27:05,58.2093,-6.3865,44.56,80,75,7.0,broken clouds
342,Pangnirtung,CA,2022-01-27 01:22:42,66.1451,-65.7125,-22.83,97,100,4.09,overcast clouds
343,Tiksi,RU,2022-01-27 01:27:06,71.6872,128.8694,0.36,88,75,17.38,broken clouds
344,Souillac,MU,2022-01-27 01:27:07,-20.5167,57.5167,71.37,88,40,4.61,light rain
345,Waingapu,ID,2022-01-27 01:27:08,-9.6567,120.2641,83.86,72,100,14.23,overcast clouds
346,Goderich,CA,2022-01-27 01:27:08,43.7501,-81.7165,12.9,61,97,9.22,overcast clouds
347,Mount Isa,AU,2022-01-27 01:27:09,-20.7333,139.5,82.17,78,100,12.66,overcast clouds
348,Lompoc,US,2022-01-27 01:27:10,34.6391,-120.4579,62.78,74,0,9.22,clear sky
349,Wajir,KE,2022-01-27 01:27:11,1.7471,40.0573,74.75,61,0,12.84,clear sky
350,Hoquiam,US,2022-01-27 01:27:11,46.9809,-123.8893,50.94,69,0,9.22,clear sky
351,Bastia,FR,2022-01-27 01:27:12,42.6667,9.3333,48.29,74,0,9.22,clear sky
352,Monduli,TZ,2022-01-27 01:27:10,-3.3,36.45,60.64,71,84,6.42,broken clouds
353,Oranjemund,NA,2022-01-27 01:27:14,-28.55,16.4333,64.58,87,100,13.58,overcast clouds
354,Zemlyansk,RU,2022-01-27 01:27:15,51.9041,38.7334,8.24,100,98,3.98,overcast clouds
355,Ponta Do Sol,PT,2022-01-27 01:27:16,32.6667,-17.1,60.71,69,59,6.06,broken clouds
356,Anderson,US,2022-01-27 01:23:29,34.5334,-82.6499,45.48,68,0,3.0,clear sky
357,Shenzhen,CN,2022-01-27 01:23:20,22.5455,114.0683,69.84,95,99,4.92,overcast clouds
358,Santa Rosa,PH,2022-01-27 01:26:07,14.3122,121.1114,86.09,76,41,12.19,scattered clouds
359,Vila Franca Do Campo,PT,2022-01-27 01:27:19,37.7167,-25.4333,58.19,77,20,10.04,few clouds
360,Bulungu,CD,2022-01-27 01:27:20,-4.55,18.6,68.7,95,100,0.4,overcast clouds
361,Umea,SE,2022-01-27 01:27:21,63.8284,20.2597,17.91,92,100,0.0,overcast clouds
362,Kautokeino,NO,2022-01-27 01:27:22,69.0125,23.0412,3.09,99,100,1.68,overcast clouds
363,Terra Santa,BR,2022-01-27 01:27:22,-2.1042,-56.4869,74.7,92,100,1.63,overcast clouds
364,Parainen,FI,2022-01-27 01:28:23,60.3067,22.301,33.12,98,97,5.95,overcast clouds
365,Alta Floresta,BR,2022-01-27 01:28:25,-9.8756,-56.0861,71.69,97,100,3.91,overcast clouds
366,Awjilah,LY,2022-01-27 01:28:26,29.1081,21.2869,49.78,65,93,6.13,overcast clouds
367,Kikwit,CD,2022-01-27 01:28:27,-5.041,18.8162,68.11,94,100,0.16,overcast clouds
368,Talaya,RU,2022-01-27 01:28:27,61.3833,152.75,-33.43,99,100,1.66,overcast clouds
369,Coos Bay,US,2022-01-27 01:25:55,43.3665,-124.2179,51.93,96,40,5.75,scattered clouds
370,Smithers,CA,2022-01-27 01:28:29,54.7804,-127.1743,28.72,86,75,4.61,broken clouds
371,Matay,EG,2022-01-27 01:28:30,28.419,30.7792,42.98,60,0,7.7,clear sky
372,Hohr-Grenzhausen,DE,2022-01-27 01:28:30,50.4333,7.6667,34.5,87,100,4.56,overcast clouds
373,Eyrarbakki,IS,2022-01-27 01:28:31,63.863,-21.1481,28.45,84,100,3.71,overcast clouds
374,Vallenar,CL,2022-01-27 01:28:32,-28.5708,-70.7581,71.2,58,0,4.52,clear sky
375,Martapura,ID,2022-01-27 01:28:33,-3.4167,114.85,84.29,74,20,13.8,few clouds
376,Nampula,MZ,2022-01-27 01:28:33,-15.1165,39.2666,70.02,97,100,3.04,overcast clouds
377,San Carlos De Bariloche,AR,2022-01-27 01:28:34,-41.1456,-71.3082,69.55,43,40,0.0,scattered clouds
378,Nishihara,JP,2022-01-27 01:28:35,26.1842,127.7558,71.65,66,40,9.22,scattered clouds
379,Ridgecrest,US,2022-01-27 01:28:36,35.6225,-117.6709,55.26,17,20,1.01,few clouds
380,Haines Junction,CA,2022-01-27 01:28:36,60.7522,-137.5108,17.55,86,100,0.0,overcast clouds
381,Verkhniy Lomov,RU,2022-01-27 01:28:37,53.4678,43.5511,-1.66,100,99,5.73,overcast clouds
382,Thinadhoo,MV,2022-01-27 01:28:38,0.5333,72.9333,81.39,71,100,19.3,overcast clouds
383,Ust-Kuyga,RU,2022-01-27 01:28:39,70.0167,135.6,-9.65,97,100,10.22,overcast clouds
384,Kalengwa,ZM,2022-01-27 01:28:39,-13.4659,25.0027,62.65,99,100,3.87,light rain
385,Nha Trang,VN,2022-01-27 01:27:54,12.25,109.1833,77.0,77,26,7.34,scattered clouds
386,Toktogul,KG,2022-01-27 01:28:41,41.8708,72.9402,14.11,58,2,3.49,clear sky
387,Novomikhaylovskiy,RU,2022-01-27 01:28:42,44.2581,38.8578,31.96,89,100,5.91,light snow
388,Khoy,IR,2022-01-27 01:28:42,38.5504,44.9535,21.4,89,100,1.83,overcast clouds
389,Pandavapura,IN,2022-01-27 01:28:43,12.5006,76.6733,65.7,79,70,2.77,broken clouds
390,Jiblah,YE,2022-01-27 01:28:44,13.9216,44.1467,53.85,89,16,2.71,few clouds
391,Solnechnyy,RU,2022-01-27 01:28:45,50.7214,136.6319,1.4,93,100,2.51,overcast clouds
392,Thunder Bay,CA,2022-01-27 01:28:01,48.4001,-89.3168,19.56,75,100,14.97,overcast clouds
393,Fredericton,CA,2022-01-27 01:28:20,45.9454,-66.6656,-2.99,76,0,4.0,clear sky
394,Moba,CN,2022-01-27 01:28:47,33.2288,105.0179,27.79,79,99,4.61,overcast clouds
395,Abu Dhabi,AE,2022-01-27 01:24:20,24.4667,54.3667,60.82,100,0,0.0,mist
396,Meulaboh,ID,2022-01-27 01:27:55,4.1363,96.1285,77.11,81,45,3.65,scattered clouds
397,Kavaratti,IN,2022-01-27 01:28:49,10.5669,72.642,77.23,62,100,8.19,overcast clouds
398,Curitibanos,BR,2022-01-27 01:28:50,-27.2828,-50.5844,65.16,94,96,3.31,overcast clouds
399,Savelugu,GH,2022-01-27 01:28:51,9.6244,-0.8253,75.42,16,0,6.11,clear sky
400,Tornio,FI,2022-01-27 01:28:51,65.8481,24.1466,21.22,98,100,5.32,overcast clouds
401,Wanaka,NZ,2022-01-27 01:25:41,-44.7,169.15,63.1,35,10,5.99,clear sky
402,Shimoda,JP,2022-01-27 01:28:53,34.6667,138.95,51.1,74,100,3.42,overcast clouds
403,Barahona,DO,2022-01-27 01:28:54,18.2085,-71.1008,75.04,73,0,5.3,clear sky
404,Pyapon,MM,2022-01-27 01:28:55,16.2833,95.6833,68.56,71,4,5.28,clear sky
405,Fort Abbas,PK,2022-01-27 01:28:55,29.1925,72.8536,51.6,34,0,4.92,clear sky
406,Fortuna,US,2022-01-27 01:28:29,40.5982,-124.1573,48.92,90,75,6.91,broken clouds
407,Suntar,RU,2022-01-27 01:28:57,62.1444,117.6319,-3.6,96,100,6.49,overcast clouds
408,Stromness,GB,2022-01-27 01:28:58,58.965,-3.296,44.85,85,100,43.64,overcast clouds
409,Adre,TD,2022-01-27 01:28:58,13.4667,22.2,58.17,26,5,23.0,clear sky
410,Jinchang,CN,2022-01-27 01:29:59,38.4953,102.1739,20.62,54,100,0.78,overcast clouds
411,North Platte,US,2022-01-27 01:30:00,41.1239,-100.7654,33.26,76,0,1.01,clear sky
412,Paramonga,PE,2022-01-27 01:30:01,-10.6667,-77.8333,71.71,82,85,8.3,overcast clouds
413,Oriximina,BR,2022-01-27 01:30:02,-1.7656,-55.8661,75.97,86,100,1.41,overcast clouds
414,Cairns,AU,2022-01-27 01:27:50,-16.9167,145.7667,90.95,70,100,5.75,overcast clouds
415,Cloquet,US,2022-01-27 01:30:04,46.7216,-92.4594,18.79,78,100,14.97,overcast clouds
416,Rayong,TH,2022-01-27 01:30:05,12.8333,101.4333,83.79,70,7,0.92,clear sky
417,Ossora,RU,2022-01-27 01:30:06,59.2353,163.0719,16.81,93,100,18.43,snow
418,Kuusamo,FI,2022-01-27 01:30:08,65.9667,29.1833,15.84,92,100,6.91,overcast clouds
419,Frolovo,RU,2022-01-27 01:30:09,49.7713,43.6622,27.01,93,100,8.95,light snow
420,Inongo,CD,2022-01-27 01:30:10,-1.95,18.2667,73.63,86,99,4.94,overcast clouds
421,Grand Gaube,MU,2022-01-27 01:29:33,-20.0064,57.6608,71.38,72,24,3.0,few clouds
422,Symington,GB,2022-01-27 01:30:11,55.6018,-3.5953,47.52,72,100,22.08,overcast clouds
423,Hammerfest,NO,2022-01-27 01:29:05,70.6634,23.6821,28.85,93,100,3.44,shower snow
424,Devils Lake,US,2022-01-27 01:30:13,48.1128,-98.8651,28.51,85,100,11.01,overcast clouds
425,Mitchell,US,2022-01-27 01:30:14,43.7094,-98.0298,33.78,60,0,1.01,clear sky
426,Nemuro,JP,2022-01-27 01:30:14,43.3236,145.575,25.23,93,100,9.91,light snow
427,Zhangjiakou,CN,2022-01-27 01:30:16,40.81,114.8794,11.91,63,1,5.19,clear sky
428,Dover,US,2022-01-27 01:30:15,39.1582,-75.5244,27.95,57,0,1.99,clear sky
429,Abu Samrah,SY,2022-01-27 01:30:17,35.3029,37.1841,38.59,91,100,10.22,overcast clouds
430,Kudahuvadhoo,MV,2022-01-27 01:30:18,2.6708,72.8944,79.74,69,100,14.45,overcast clouds
431,Halifax,CA,2022-01-27 01:29:09,44.6453,-63.5724,15.22,77,46,8.99,scattered clouds
432,Fare,PF,2022-01-27 01:30:19,-16.7,-151.0167,80.71,77,27,15.55,scattered clouds
433,Abeche,TD,2022-01-27 01:30:20,13.8292,20.8324,61.59,23,17,18.05,few clouds
434,Boyolangu,ID,2022-01-27 01:30:21,-8.1181,111.8935,82.85,73,90,1.83,overcast clouds
435,Hobyo,SO,2022-01-27 01:30:22,5.3505,48.5268,74.7,69,27,15.3,scattered clouds
436,Amparafaravola,MG,2022-01-27 01:30:23,-17.5833,48.2167,60.13,98,53,3.44,broken clouds
437,Zhanaozen,KZ,2022-01-27 01:30:24,43.3,52.8,32.22,63,97,13.58,overcast clouds
438,Poum,NC,2022-01-27 01:30:24,-20.2333,164.0167,81.03,75,25,10.42,scattered clouds
439,Olafsvik,IS,2022-01-27 01:30:25,64.8945,-23.7142,33.85,60,100,6.17,overcast clouds
440,Anloga,GH,2022-01-27 01:30:26,5.7947,0.8973,73.62,84,0,7.31,clear sky
441,Tromso,NO,2022-01-27 01:30:27,69.6496,18.957,26.62,86,75,2.3,broken clouds
442,Alice Springs,AU,2022-01-27 01:27:48,-23.7,133.8833,87.35,55,13,2.3,few clouds
443,Binay,PH,2022-01-27 01:30:29,13.5028,122.5975,81.45,74,100,2.77,overcast clouds
444,Nabire,ID,2022-01-27 01:30:30,-3.3667,135.4833,82.38,66,100,1.03,overcast clouds
445,Cabinda,AO,2022-01-27 01:30:31,-5.55,12.2,76.68,90,95,2.91,overcast clouds
446,Margate,GB,2022-01-27 01:30:31,51.3813,1.3862,43.88,82,96,5.01,overcast clouds
447,Labuan,MY,2022-01-27 01:30:32,5.2767,115.2417,80.96,94,20,3.0,few clouds
448,Boguchany,RU,2022-01-27 01:30:33,58.3814,97.4531,-11.27,100,100,2.48,overcast clouds
449,Byron Bay,AU,2022-01-27 01:30:34,-28.65,153.6167,81.05,65,5,10.29,clear sky
450,Dickson,US,2022-01-27 01:29:43,36.077,-87.3878,29.05,47,0,3.44,clear sky
451,Aripuana,BR,2022-01-27 01:28:13,-9.1667,-60.6333,71.92,99,100,1.9,overcast clouds
452,Jaumave,MX,2022-01-27 01:30:36,23.4167,-99.3833,59.95,83,100,2.66,overcast clouds
453,Port Lincoln,AU,2022-01-27 01:30:30,-34.7333,135.8667,76.33,68,9,5.82,clear sky
454,Tura,IN,2022-01-27 01:30:44,25.5198,90.2201,57.85,82,75,2.15,broken clouds
455,Ponta Delgada,PT,2022-01-27 01:31:38,37.7333,-25.6667,58.5,72,20,12.66,few clouds
456,Akdepe,TM,2022-01-27 01:31:39,42.0551,59.3788,21.29,75,4,10.63,clear sky
457,Tobol,KZ,2022-01-27 01:31:40,52.6844,62.5794,15.01,95,100,7.76,overcast clouds
458,Massakory,TD,2022-01-27 01:31:42,12.996,15.7293,63.39,20,2,18.12,clear sky
459,Taungdwingyi,MM,2022-01-27 01:31:43,20.0167,95.55,69.12,65,0,1.3,clear sky
460,Gat,IL,2022-01-27 01:31:43,31.61,34.7642,47.08,100,86,26.55,overcast clouds
461,Abapo,BO,2022-01-27 01:31:44,-18.8333,-63.4667,73.29,64,90,1.97,overcast clouds
462,Chunskiy,RU,2022-01-27 01:31:45,56.0815,99.6342,-0.4,96,100,2.44,overcast clouds
463,Tazovskiy,RU,2022-01-27 01:29:35,67.4667,78.7,0.93,95,100,12.26,overcast clouds
464,Kadoma,JP,2022-01-27 01:31:46,34.7333,135.5833,48.2,59,40,8.05,scattered clouds
465,Shu,KZ,2022-01-27 01:31:47,43.5983,73.7614,25.81,70,1,2.84,clear sky
466,Bathsheba,BB,2022-01-27 01:31:09,13.2167,-59.5167,72.21,88,20,6.91,few clouds
467,Praia Da Vitoria,PT,2022-01-27 01:27:29,38.7333,-27.0667,57.76,88,75,11.27,broken clouds
468,Kichmengskiy Gorodok,RU,2022-01-27 01:31:50,59.9816,45.7854,-6.03,100,98,2.77,overcast clouds
469,Labe,GN,2022-01-27 01:31:50,11.3182,-12.2833,63.41,17,41,0.49,scattered clouds
470,Pasighat,IN,2022-01-27 01:31:52,28.0667,95.3333,57.29,79,93,3.04,overcast clouds
471,Mbeya,TZ,2022-01-27 01:31:53,-8.9,33.45,59.58,94,100,1.92,light rain
472,Champerico,GT,2022-01-27 01:31:53,14.3,-91.9167,80.04,72,5,3.89,clear sky
473,Saurikh,IN,2022-01-27 01:31:54,27.029,79.4896,46.2,83,0,6.26,clear sky
474,Vestmanna,FO,2022-01-27 01:31:55,62.1564,-7.1664,34.72,80,75,23.02,broken clouds
475,San Matias,BO,2022-01-27 01:31:56,-16.3667,-58.4,79.75,73,93,4.5,overcast clouds
476,Jaque,PA,2022-01-27 01:31:56,7.5175,-78.1703,77.2,86,90,6.4,overcast clouds
477,Aneho,TG,2022-01-27 01:31:58,6.2333,1.6,73.6,82,1,6.55,clear sky
478,Phan Thiet,VN,2022-01-27 01:27:29,10.9333,108.1,77.45,69,59,0.94,broken clouds
479,Jaguaruana,BR,2022-01-27 01:31:59,-4.8339,-37.7811,74.53,89,100,1.74,moderate rain
480,Coihaique,CL,2022-01-27 01:31:28,-45.5752,-72.0662,67.95,49,0,2.3,clear sky
481,Norsup,VU,2022-01-27 01:32:01,-16.0667,167.3833,86.61,70,100,11.54,overcast clouds
482,Syasstroy,RU,2022-01-27 01:32:02,60.1367,32.5691,18.37,89,100,12.5,snow
483,Mapiripan,CO,2022-01-27 01:32:03,2.8892,-72.1256,81.03,50,100,3.96,overcast clouds
484,Amahai,ID,2022-01-27 01:32:03,-3.3333,128.9167,87.8,59,100,1.86,overcast clouds
485,Skagen,DK,2022-01-27 01:32:04,57.7209,10.5839,41.27,93,100,30.22,overcast clouds
486,Yatou,CN,2022-01-27 01:32:05,37.15,122.3833,33.17,47,81,16.87,broken clouds
487,Ranau,MY,2022-01-27 01:32:06,5.9538,116.6641,75.85,70,76,1.45,broken clouds
488,Jackson,US,2022-01-27 01:31:05,42.4165,-122.8345,56.44,42,0,0.0,clear sky
489,Nara,JP,2022-01-27 01:29:24,34.6851,135.8049,47.52,64,73,5.28,broken clouds
490,Vidim,RU,2022-01-27 01:32:09,56.4088,103.1106,-11.22,100,96,1.9,overcast clouds
491,Imeni Poliny Osipenko,RU,2022-01-27 01:32:11,52.4201,136.4853,-7.37,96,100,3.15,overcast clouds
492,Youghal,IE,2022-01-27 01:32:11,51.95,-7.8506,51.1,100,100,14.36,overcast clouds
493,Roald,NO,2022-01-27 01:32:12,62.5833,6.1333,41.11,93,100,16.11,light rain
494,Havre-Saint-Pierre,CA,2022-01-27 01:33:13,50.2334,-63.5986,-1.61,59,0,4.61,clear sky
495,Erzin,TR,2022-01-27 01:33:14,36.9559,36.2,41.52,91,100,3.53,overcast clouds
496,Petukhovo,RU,2022-01-27 01:33:15,55.0692,67.9019,3.09,86,100,9.24,overcast clouds
497,Marand,IR,2022-01-27 01:33:15,38.4329,45.7749,32.34,91,97,1.23,overcast clouds
498,Marawi,PH,2022-01-27 01:33:16,7.9986,124.2928,73.65,63,77,1.01,broken clouds
499,Cruzeiro Do Sul,BR,2022-01-27 01:33:17,-29.5128,-51.9853,78.51,95,100,3.31,light rain
500,Nurobod,UZ,2022-01-27 01:33:18,40.9056,69.8023,32.85,32,0,9.51,clear sky
501,Yeppoon,AU,2022-01-27 01:33:19,-23.1333,150.7333,87.58,70,99,15.3,overcast clouds
502,Mabaruma,GY,2022-01-27 01:33:20,8.2,-59.7833,69.26,83,83,3.27,broken clouds
503,Neon Karlovasion,GR,2022-01-27 01:33:21,37.7903,26.7044,38.91,64,0,16.67,clear sky
504,Lazurne,UA,2022-01-27 01:33:22,46.084,32.5295,25.48,90,86,12.44,overcast clouds
505,Launceston,AU,2022-01-27 01:31:56,-41.45,147.1667,65.61,90,100,1.99,moderate rain
506,Palora,EC,2022-01-27 01:33:23,-1.7,-77.9333,66.83,98,100,1.83,light rain
507,Belousovka,KZ,2022-01-27 01:33:24,50.1339,82.5239,11.25,79,100,4.47,overcast clouds
508,Gonbad-E Qabus,IR,2022-01-27 01:33:25,37.25,55.1672,42.71,93,81,2.3,broken clouds
509,Chapais,CA,2022-01-27 01:33:25,49.7834,-74.8492,-15.02,87,30,12.24,scattered clouds
510,Puerto Madero,MX,2022-01-27 01:33:26,14.7208,-92.4215,77.2,94,0,2.3,clear sky
511,Votkinsk,RU,2022-01-27 01:33:27,57.0486,53.9872,8.78,94,100,8.43,snow
512,Nuuk,GL,2022-01-27 01:29:00,64.1835,-51.7216,18.21,73,100,9.22,light snow
513,Angoche,MZ,2022-01-27 01:33:28,-16.2325,39.9086,74.32,92,100,8.21,overcast clouds
514,Chama,CH,2022-01-27 01:32:22,47.1821,8.4636,31.26,94,75,2.3,mist
515,Mitsamiouli,KM,2022-01-27 01:33:30,-11.3847,43.2844,79.81,75,96,5.44,overcast clouds
516,Kultayevo,RU,2022-01-27 01:33:30,57.8943,55.9392,1.38,78,75,2.24,broken clouds
517,Leh,IN,2022-01-27 01:33:31,34.1667,77.5833,-9.18,88,99,3.51,overcast clouds
518,Ferme-Neuve,CA,2022-01-27 01:33:32,46.7001,-75.4493,-13.22,97,9,3.65,clear sky
519,Sosua,DO,2022-01-27 01:33:33,19.7667,-70.5167,78.78,94,20,0.0,few clouds
520,Ust-Ilimsk,RU,2022-01-27 01:33:33,58.0006,102.6619,-15.48,100,88,1.86,overcast clouds
521,Itarema,BR,2022-01-27 01:33:34,-2.9248,-39.9167,76.55,89,100,9.89,overcast clouds
522,Port Blair,IN,2022-01-27 01:30:34,11.6667,92.75,78.84,78,40,9.22,scattered clouds
