City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Talnakh,RU,2022-01-24 00:17:38,69.4865,88.3972,-3.23,99,99,6.69
294,San Policarpo,PH,2022-01-24 00:15:35,12.1791,125.5072,79.36,90,100,12.73
295,Sao Filipe,CV,2022-01-24 00:14:30,14.8961,-24.4956,75.24,70,100,14.0
296,Kavieng,PG,2022-01-24 00:17:39,-2.5744,150.7967,84.45,67,67,7.09
297,Kathu,TH,2022-01-24 00:17:40,7.9178,98.3332,75.02,80,37,6.98
298,Poum,NC,2022-01-24 00:17:40,-20.2333,164.0167,81.01,68,97,10.8
299,Hudson Bay,CA,2022-01-24 00:17:41,52.85,-102.3842,1.89,95,99,7.23
300,Itanagar,IN,2022-01-24 00:17:41,27.1,93.6167,54.23,76,100,3.15
301,Adilcevaz,TR,2022-01-24 00:17:42,38.8039,42.7342,29.91,84,67,4.16
302,Kabala,SL,2022-01-24 00:17:42,9.5833,-11.55,69.28,20,31,4.07
303,Tiksi,RU,2022-01-24 00:17:43,71.6872,128.8694,-6.79,100,100,2.93
304,Ardakan,IR,2022-01-24 00:17:43,32.31,54.0175,35.98,21,0,1.3
305,Smyrna,US,2022-01-24 00:17:44,33.884,-84.5144,43.79,55,20,1.01
306,Yambio,SS,2022-01-24 00:17:44,4.5721,28.3955,73.58,36,62,4.09
307,Rociu,RO,2022-01-24 00:17:45,44.6667,25.0333,25.79,67,97,4.99
308,Aktash,RU,2022-01-24 00:17:45,50.3,87.7333,-20.0,77,2,3.74
309,Sapouy,BF,2022-01-24 00:17:46,11.5544,-1.7736,66.76,15,0,7.25
310,Champerico,GT,2022-01-24 00:17:46,14.3,-91.9167,86.54,65,1,7.16
311,Guiratinga,BR,2022-01-24 00:17:47,-16.3494,-53.7583,73.81,85,25,3.36
312,Mahibadhoo,MV,2022-01-24 00:17:48,3.7833,72.9667,80.92,69,82,13.62
313,Grasse,FR,2022-01-24 00:17:37,43.6667,6.9167,45.19,93,0,4.61
314,Fenelon Falls,CA,2022-01-24 00:18:48,44.5334,-78.7496,3.61,96,7,5.5
315,Lock Haven,US,2022-01-24 00:18:49,41.137,-77.4469,30.29,97,100,1.36
316,Hoquiam,US,2022-01-24 00:18:49,46.9809,-123.8893,54.01,83,0,11.5
317,Inyonga,TZ,2022-01-24 00:18:50,-6.7167,32.0667,63.41,94,99,2.28
318,Miramar,US,2022-01-24 00:18:50,25.9873,-80.2323,57.22,86,75,8.05
319,Den Helder,NL,2022-01-24 00:18:51,52.9599,4.7593,43.02,83,100,5.99
320,Alofi,NU,2022-01-24 00:18:51,-19.0595,-169.9187,85.89,74,30,10.36
321,Ayr,GB,2022-01-24 00:18:52,55.4627,-4.6339,45.32,81,75,14.97
322,Marzuq,YE,2022-01-24 00:18:52,14.4,46.4667,60.4,72,19,1.79
323,Tucumcari,US,2022-01-24 00:18:53,35.1717,-103.725,49.95,27,0,4.61
324,Nemuro,JP,2022-01-24 00:18:53,43.3236,145.575,18.03,61,100,4.36
325,Phonhong,LA,2022-01-24 00:18:54,18.5007,102.4166,62.42,72,3,3.06
326,Huai Thalaeng,TH,2022-01-24 00:18:55,14.997,102.6475,75.27,69,8,4.65
327,Bertoua,CM,2022-01-24 00:18:55,4.5833,13.6833,68.43,33,18,4.07
328,Bambanglipuro,ID,2022-01-24 00:18:55,-7.95,110.2833,78.57,84,78,6.02
329,Oistins,BB,2022-01-24 00:15:25,13.0667,-59.5333,77.09,73,20,16.11
330,Snyder,US,2022-01-24 00:16:39,32.7179,-100.9176,56.08,43,0,6.91
331,Clyde River,CA,2022-01-24 00:18:56,70.4692,-68.5914,-5.57,84,100,29.93
332,Guantanamo,CU,2022-01-24 00:18:57,20.1444,-75.2092,79.47,86,20,1.74
333,Bago,MM,2022-01-24 00:18:57,17.3367,96.4797,68.13,68,14,2.15
334,Fairbanks,US,2022-01-24 00:14:03,64.8378,-147.7164,16.61,76,0,0.0
335,Nirmal,IN,2022-01-24 00:18:58,19.1,78.35,59.92,47,2,4.47
336,Ngaoundere,CM,2022-01-24 00:14:11,7.3167,13.5833,62.76,26,5,4.41
337,Taoudenni,ML,2022-01-24 00:16:51,22.6783,-3.9836,65.32,18,56,10.04
338,Vestmannaeyjar,IS,2022-01-24 00:18:59,63.4427,-20.2734,34.77,72,100,29.44
339,Klyuchi,RU,2022-01-24 00:19:00,52.2667,79.1667,-10.98,100,92,2.68
340,Coquimbo,CL,2022-01-24 00:19:00,-29.9533,-71.3436,64.27,80,8,7.58
341,Qaqortoq,GL,2022-01-24 00:19:01,60.7167,-46.0333,23.5,72,100,9.44
342,Kodinsk,RU,2022-01-24 00:19:01,58.6881,99.1844,-1.12,99,100,1.39
343,Pallisa,UG,2022-01-24 00:19:02,1.145,33.7094,68.45,76,100,4.12
344,Soyo,AO,2022-01-24 00:19:02,-6.1349,12.3689,76.28,85,57,7.14
345,Amboasary,MG,2022-01-24 00:19:03,-25.0333,46.3833,76.84,83,99,17.96
346,Yumen,CN,2022-01-24 00:19:03,40.2833,97.2,16.52,55,3,2.06
347,Puerto Madero,MX,2022-01-24 00:19:03,14.7208,-92.4215,82.6,74,0,5.75
348,Teya,RU,2022-01-24 00:19:04,60.3778,92.6267,-3.48,100,99,2.8
349,Amarpatan,IN,2022-01-24 00:19:04,24.3167,80.9833,56.61,69,36,4.76
350,Kjollefjord,NO,2022-01-24 00:19:05,70.9457,27.3465,40.41,93,100,43.2
351,Moroni,KM,2022-01-24 00:19:05,-11.7022,43.2551,79.2,86,100,23.69
352,Barreirinha,BR,2022-01-24 00:19:06,-2.7933,-57.07,74.8,96,99,3.11
353,Show Low,US,2022-01-24 00:19:06,34.2542,-110.0298,47.91,46,0,11.5
354,Puerto El Triunfo,SV,2022-01-24 00:19:07,13.2833,-88.55,84.36,65,17,7.58
355,Skjervoy,NO,2022-01-24 00:19:07,70.0311,20.9714,42.13,87,100,40.78
356,Pacific Grove,US,2022-01-24 00:16:23,36.6177,-121.9166,67.24,46,0,1.99
357,Kongolo,CD,2022-01-24 00:19:08,-5.3833,27.0,68.63,95,100,0.22
358,Manokwari,ID,2022-01-24 00:20:08,-0.8667,134.0833,82.13,77,100,7.25
359,Lincoln,US,2022-01-24 00:18:02,40.8,-96.667,39.58,67,40,3.0
360,Vinh,VN,2022-01-24 00:20:09,18.6667,105.6667,67.6,95,10,2.86
361,Vanimo,PG,2022-01-24 00:20:10,-2.6741,141.3028,82.78,75,97,0.81
362,Fortuna,US,2022-01-24 00:20:10,40.5982,-124.1573,65.08,59,0,2.48
363,Haines Junction,CA,2022-01-24 00:20:10,60.7522,-137.5108,24.75,86,88,0.0
364,Farsund,NO,2022-01-24 00:20:11,58.0948,6.8047,43.95,100,96,16.17
365,Gewane,ET,2022-01-24 00:20:11,10.1664,40.6453,73.36,62,27,4.12
366,Teguldet,RU,2022-01-24 00:20:12,57.3064,88.1667,-9.22,100,100,2.35
367,Bardiyah,LY,2022-01-24 00:20:12,31.7561,25.0865,49.66,53,57,11.68
368,Voznesenye,RU,2022-01-24 00:20:13,61.0106,35.4781,17.69,89,96,11.95
369,Tezu,IN,2022-01-24 00:20:13,27.9167,96.1667,54.18,54,84,2.3
370,Conceicao Do Araguaia,BR,2022-01-24 00:20:14,-8.2578,-49.2647,74.95,89,16,1.28
371,Ostrovnoy,RU,2022-01-24 00:20:14,68.0531,39.5131,30.38,95,100,31.63
372,Oranjemund,NA,2022-01-24 00:20:15,-28.55,16.4333,74.62,66,88,5.14
373,Tupik,RU,2022-01-24 00:20:15,54.4253,119.9327,-18.96,99,14,1.66
374,Sangar,RU,2022-01-24 00:20:16,63.9242,127.4739,-24.18,98,100,5.08
375,Salalah,OM,2022-01-24 00:20:16,17.0151,54.0924,66.29,27,0,12.66
376,Orsha,BY,2022-01-24 00:20:17,54.5153,30.4053,-2.33,100,96,0.69
377,Candolim,IN,2022-01-24 00:20:17,15.5181,73.7626,72.03,62,100,7.9
378,Mitsamiouli,KM,2022-01-24 00:20:17,-11.3847,43.2844,81.03,80,100,26.57
379,Menongue,AO,2022-01-24 00:20:18,-14.6585,17.691,65.75,73,99,4.34
380,Sao Raimundo Nonato,BR,2022-01-24 00:20:18,-9.0153,-42.6994,73.0,73,84,2.48
381,Araioses,BR,2022-01-24 00:20:19,-2.89,-41.9031,84.18,74,40,18.41
382,Montijo,PT,2022-01-24 00:20:20,38.7067,-8.9739,52.54,75,0,11.5
383,Cairns,AU,2022-01-24 00:16:10,-16.9167,145.7667,89.11,70,100,4.61
384,Alzamay,RU,2022-01-24 00:20:20,55.5562,98.6644,6.1,98,100,1.39
385,Benalla,AU,2022-01-24 00:20:21,-36.55,145.9833,83.14,38,100,7.67
386,Xapuri,BR,2022-01-24 00:20:21,-10.6517,-68.5044,74.59,90,40,2.06
387,San Angelo,US,2022-01-24 00:20:22,31.4638,-100.437,53.98,50,75,1.01
388,Liverpool,GB,2022-01-24 00:20:22,53.4106,-2.9779,40.28,87,100,3.0
389,Port Macquarie,AU,2022-01-24 00:20:22,-31.4333,152.9167,75.88,62,76,8.1
390,Dvurechensk,RU,2022-01-24 00:20:23,56.5982,61.0953,-0.02,97,100,2.86
391,Wenling,CN,2022-01-24 00:20:23,28.3669,121.36,52.92,88,99,11.68
392,Tungor,RU,2022-01-24 00:20:24,53.3808,142.9564,-2.13,89,20,12.71
393,Husavik,IS,2022-01-24 00:20:24,66.0449,-17.3389,26.51,70,54,21.39
394,Hofn,IS,2022-01-24 00:20:25,64.2539,-15.2082,31.33,54,5,10.49
395,Duluth,US,2022-01-24 00:16:04,46.7833,-92.1066,7.07,56,100,5.01
396,Mount Gambier,AU,2022-01-24 00:17:40,-37.8333,140.7667,88.47,23,88,6.58
397,Myitkyina,MM,2022-01-24 00:20:26,25.3833,97.4,57.78,71,92,2.39
398,Kamenka,RU,2022-01-24 00:20:26,51.3223,42.7678,18.75,91,100,13.18
399,Port Moresby,PG,2022-01-24 00:20:27,-9.4431,147.1797,84.0,71,81,5.59
400,Ituango,CO,2022-01-24 00:20:27,7.1712,-75.764,64.18,99,98,2.21
401,Cayenne,GF,2022-01-24 00:20:28,4.9333,-52.3333,78.1,88,75,1.99
402,Nouadhibou,MR,2022-01-24 00:20:29,20.931,-17.0347,69.78,60,100,14.97
403,West Bay,KY,2022-01-24 00:20:29,19.3667,-81.4167,78.87,77,20,3.44
404,Galesong,ID,2022-01-24 00:20:30,-5.3166,119.3661,78.82,76,98,9.57
405,Spornoye,RU,2022-01-24 00:20:30,50.8448,37.2913,21.22,91,95,16.2
406,Maniwaki,CA,2022-01-24 00:21:31,46.3834,-75.966,-8.86,77,69,1.14
407,Santa Vitoria Do Palmar,BR,2022-01-24 00:17:53,-33.5189,-53.3681,73.36,95,73,4.79
408,Kopavogur,IS,2022-01-24 00:21:31,64.1123,-21.913,29.91,74,40,9.22
409,Saint Anthony,US,2022-01-24 00:21:32,45.0205,-93.218,7.25,69,100,4.0
410,Gold Coast,AU,2022-01-24 00:21:32,-28.0,153.4333,84.78,75,53,8.01
411,Bondo,CD,2022-01-24 00:21:33,3.8146,23.6866,70.0,48,7,1.34
412,Pauini,BR,2022-01-24 00:21:33,-7.7136,-66.9764,74.75,94,63,1.52
413,Tongchuan,CN,2022-01-24 00:21:33,35.0806,109.0897,30.36,92,99,2.44
414,Nurota,UZ,2022-01-24 00:21:34,40.5614,65.6886,26.69,75,1,3.89
415,Broome,US,2022-01-24 00:21:34,42.2506,-75.833,26.71,78,100,3.0
416,Kefamenanu,ID,2022-01-24 00:21:35,-9.4467,124.4781,77.74,79,100,5.5
417,Singleton,AU,2022-01-24 00:21:35,-32.5667,151.1833,82.98,67,93,5.01
418,Victor Harbor,AU,2022-01-24 00:21:36,-35.5667,138.6167,82.49,83,99,7.74
419,Talas,TR,2022-01-24 00:21:36,38.6908,35.5538,12.87,85,75,1.14
420,Sale,MA,2022-01-24 00:21:37,34.0389,-6.8166,58.64,93,28,0.0
421,Ahipara,NZ,2022-01-24 00:21:37,-35.1667,173.1667,71.49,70,100,12.41
422,Tazovskiy,RU,2022-01-24 00:21:38,67.4667,78.7,-9.27,100,100,6.2
423,Rocha,UY,2022-01-24 00:21:38,-34.4833,-54.3333,70.79,95,100,2.8
424,Baisha,CN,2022-01-24 00:21:38,26.5222,110.9311,41.13,95,100,2.46
425,Beatrice,US,2022-01-24 00:21:39,40.2681,-96.747,42.78,65,100,9.22
426,Bereda,ES,2022-01-24 00:21:39,43.2686,-7.5406,36.41,95,0,1.59
427,Maralal,KE,2022-01-24 00:21:40,1.0968,36.698,58.5,65,61,3.09
428,Cherskiy,RU,2022-01-24 00:21:40,68.75,161.3,-29.6,97,100,4.76
429,Sao Gabriel Da Cachoeira,BR,2022-01-24 00:21:41,-0.1303,-67.0892,74.1,98,64,2.39
430,Nioro,GM,2022-01-24 00:21:41,13.35,-15.75,77.25,18,49,1.05
431,Bosaso,SO,2022-01-24 00:21:42,11.2842,49.1816,70.81,74,36,2.37
432,San Cristobal,VE,2022-01-24 00:21:42,7.7669,-72.225,73.58,75,83,1.23
433,Ponta Delgada,PT,2022-01-24 00:21:42,37.7333,-25.6667,59.5,82,20,8.05
434,Synya,RU,2022-01-24 00:21:43,65.3718,58.0387,11.26,93,89,11.1
435,Timizart,DZ,2022-01-24 00:21:43,36.8,4.2667,44.22,66,13,6.51
436,Hualmay,PE,2022-01-24 00:21:44,-11.0964,-77.6139,72.52,82,68,8.59
437,Mocuba,MZ,2022-01-24 00:21:44,-16.8392,36.9856,72.75,99,100,7.65
438,Ixtapa,MX,2022-01-24 00:21:45,20.7,-105.2,76.23,83,100,13.8
439,Bhadasar,IN,2022-01-24 00:21:45,28.2833,74.3167,55.63,67,40,1.81
440,Gejiu,CN,2022-01-24 00:21:46,23.306,103.1635,39.49,81,1,1.77
441,Asfi,MA,2022-01-24 00:21:46,32.2994,-9.2372,60.75,91,98,8.72
442,New Iberia,US,2022-01-24 00:21:46,30.0035,-91.8187,50.05,52,0,6.91
443,Patea,NZ,2022-01-24 00:21:47,-39.7583,174.4833,71.67,58,100,4.9
444,Cockburn Town,TC,2022-01-24 00:17:58,21.4612,-71.1419,78.13,75,0,9.31
445,Narsaq,GL,2022-01-24 00:21:48,60.9167,-46.05,23.22,70,100,9.15
446,Chapais,CA,2022-01-24 00:17:46,49.7834,-74.8492,-15.02,100,98,3.02
447,Piacabucu,BR,2022-01-24 00:21:48,-10.4056,-36.4344,79.45,76,80,6.67
448,Tocache,PE,2022-01-24 00:17:10,-8.1842,-76.5125,72.32,97,62,1.43
449,Davila,PH,2022-01-24 00:21:49,18.4726,120.5763,76.98,78,20,13.49
450,Rawson,AR,2022-01-24 00:21:49,-43.3002,-65.1023,75.18,30,37,25.61
451,Dalby,AU,2022-01-24 00:21:50,-27.1833,151.2667,77.92,48,77,2.08
452,Kashiwazaki,JP,2022-01-24 00:21:50,37.3667,138.55,35.89,76,100,5.28
453,Rozhyshche,UA,2022-01-24 00:21:51,50.9154,25.2691,12.87,96,45,3.69
454,Manjacaze,MZ,2022-01-24 00:21:51,-24.7117,33.8828,71.58,89,62,8.95
455,Savannah Bight,HN,2022-01-24 00:21:52,16.45,-85.85,77.05,74,3,9.06
456,Ust-Koksa,RU,2022-01-24 00:22:52,50.2696,85.6108,-10.37,88,52,1.39
457,Nikolayevsk-Na-Amure,RU,2022-01-24 00:22:53,53.1406,140.73,-5.42,94,52,5.53
458,Sumbe,AO,2022-01-24 00:22:53,-11.2061,13.8437,75.51,79,63,4.81
459,Svarstad,NO,2022-01-24 00:22:53,59.399,9.9698,40.82,95,55,4.29
460,Culfa,AZ,2022-01-24 00:22:54,38.9558,45.6308,10.27,77,38,2.86
461,Santa Marinella,IT,2022-01-24 00:22:54,42.0345,11.8536,46.02,83,0,6.91
462,Paita,PE,2022-01-24 00:22:55,-5.0892,-81.1144,72.16,79,57,17.43
463,Prince Rupert,CA,2022-01-24 00:22:55,54.3161,-130.3201,44.69,92,100,3.44
464,Tweed,CA,2022-01-24 00:22:56,44.4751,-77.3162,9.59,92,10,4.05
465,Nyurba,RU,2022-01-24 00:22:56,63.2842,118.3319,-6.21,97,85,6.44
466,Jvari,GE,2022-01-24 00:22:57,42.7169,42.052,44.85,80,85,7.16
467,San Andres Del Rabanedo,ES,2022-01-24 00:22:57,42.6117,-5.6167,36.18,54,0,5.99
468,Bryan,US,2022-01-24 00:20:53,30.6744,-96.37,57.09,38,100,4.61
469,Pacsa,HU,2022-01-24 00:22:58,46.7198,17.014,33.19,80,100,5.75
470,Yulara,AU,2022-01-24 00:22:58,-25.2406,130.9889,82.24,42,0,9.22
471,Zyryanka,RU,2022-01-24 00:22:59,65.75,150.85,-23.31,98,100,5.3
472,Chulman,RU,2022-01-24 00:22:59,56.8479,124.9104,-20.7,100,100,0.56
473,Kabugao,PH,2022-01-24 00:23:00,18.0217,121.1842,73.2,95,49,0.25
474,Tura,IN,2022-01-24 00:23:00,25.5198,90.2201,55.83,69,57,4.27
475,Bodden Town,KY,2022-01-24 00:23:01,19.2833,-81.25,78.8,81,20,1.01
476,Gobabis,NA,2022-01-24 00:23:02,-22.45,18.9667,64.63,53,17,10.31
477,Valley Station,US,2022-01-24 00:23:02,38.1112,-85.8702,32.65,69,75,3.0
478,Hirara,JP,2022-01-24 00:23:03,24.8,125.2833,69.66,94,75,3.44
479,Kununurra,AU,2022-01-24 00:18:19,-15.7667,128.7333,82.38,89,75,4.61
480,Agirish,RU,2022-01-24 00:23:04,61.9247,63.0231,3.52,97,90,3.76
481,Sur,OM,2022-01-24 00:23:04,22.5667,59.5289,66.65,63,0,11.01
482,Rundu,NA,2022-01-24 00:23:05,-17.9333,19.7667,63.73,77,41,6.89
483,Kovdor,RU,2022-01-24 00:23:05,67.5662,30.4758,35.98,94,100,18.77
484,Zhangjiakou,CN,2022-01-24 00:19:23,40.81,114.8794,15.87,95,80,1.81
485,Punta Alta,AR,2022-01-24 00:23:06,-38.8759,-62.0736,79.5,36,0,6.42
486,Sandpoint,US,2022-01-24 00:23:07,48.2766,-116.5533,36.43,81,0,3.0
487,Coos Bay,US,2022-01-24 00:23:08,43.3665,-124.2179,61.0,78,0,9.22
488,Bonthe,SL,2022-01-24 00:23:08,7.5264,-12.505,77.7,80,22,4.09
489,Emerald,AU,2022-01-24 00:23:09,-23.5333,148.1667,82.35,56,99,12.88
490,Half Moon Bay,US,2022-01-24 00:23:09,37.4636,-122.4286,67.78,48,0,1.99
491,Gunnedah,AU,2022-01-24 00:23:10,-30.9833,150.25,80.22,47,68,3.89
492,Vostok,RU,2022-01-24 00:23:10,46.4856,135.8833,-6.54,96,80,2.8
493,Katsuura,JP,2022-01-24 00:23:11,35.1333,140.3,48.18,80,100,17.78
494,Bilibino,RU,2022-01-24 00:23:12,68.0546,166.4372,-28.03,96,100,4.25
495,Khatanga,RU,2022-01-24 00:23:13,71.9667,102.5,-23.39,100,100,5.06
496,Kalininsk,RU,2022-01-24 00:23:13,51.5,44.4758,16.18,90,100,12.28
497,Mufumbwe,ZM,2022-01-24 00:23:14,-13.6833,24.8,59.65,98,4,4.88
498,Aklavik,CA,2022-01-24 00:23:14,68.2191,-135.0107,2.23,94,99,7.65
499,Thinadhoo,MV,2022-01-24 00:23:15,0.5333,72.9333,81.1,73,56,13.22
500,Hargeysa,SO,2022-01-24 00:23:16,9.56,44.065,57.88,90,83,7.45
501,Zhangye,CN,2022-01-24 00:24:16,38.9342,100.4517,17.67,64,0,2.46
502,Gisborne,NZ,2022-01-24 00:24:17,-38.6533,178.0042,69.94,77,100,6.22
503,Presidente Medici,BR,2022-01-24 00:24:17,-11.1753,-61.9014,74.53,95,81,1.72
504,Reconquista,AR,2022-01-24 00:24:18,-29.15,-59.65,92.53,41,77,10.69
505,Santarem,BR,2022-01-24 00:24:18,-2.4431,-54.7083,77.13,88,75,5.75
506,Walvis Bay,NA,2022-01-24 00:24:19,-22.9575,14.5053,77.95,69,66,4.61
507,Vengerovo,RU,2022-01-24 00:24:19,55.6848,76.7471,-6.29,100,96,4.79
508,Waddan,LY,2022-01-24 00:24:20,29.1614,16.139,47.79,65,5,3.67
509,Touros,BR,2022-01-24 00:24:20,-5.1989,-35.4608,81.5,75,6,11.34
510,Portales,US,2022-01-24 00:21:46,34.1862,-103.3344,50.99,33,6,5.73
511,Ulsteinvik,NO,2022-01-24 00:23:09,62.3432,5.8487,46.53,88,98,13.0
512,Gao,ML,2022-01-24 00:24:21,16.6362,1.637,63.27,17,12,11.18
513,Ornskoldsvik,SE,2022-01-24 00:24:22,63.2909,18.7153,27.55,100,76,6.91
514,Pitangueiras,BR,2022-01-24 00:24:22,-21.0094,-48.2217,77.52,87,75,2.01
515,Shimoda,JP,2022-01-24 00:24:22,34.6667,138.95,48.56,71,100,17.38
516,Isangel,VU,2022-01-24 00:24:23,-19.55,169.2667,86.11,84,40,4.61
517,Lata,PT,2022-01-24 00:24:23,40.1629,-8.3327,42.06,82,0,3.69
518,Discovery Bay,US,2022-01-24 00:20:04,37.9085,-121.6002,67.05,54,0,0.0
519,Mayo,US,2022-01-24 00:24:24,38.8876,-76.5119,36.27,69,75,4.0
520,Champasak,LA,2022-01-24 00:24:25,14.75,106.0,70.68,77,7,0.89
521,Taulov,DK,2022-01-24 00:24:25,55.5458,9.6155,43.57,91,74,10.31
522,Laiwu,CN,2022-01-24 00:24:25,36.1928,117.6569,27.01,59,99,5.28
523,Semey,KZ,2022-01-24 00:24:26,50.4111,80.2275,-11.97,100,77,0.63
524,Linxia,CN,2022-01-24 00:24:26,35.6003,103.2064,24.4,52,89,1.9
525,Buala,SB,2022-01-24 00:22:01,-8.145,159.5921,86.79,66,95,7.11
526,Henties Bay,NA,2022-01-24 00:24:27,-22.116,14.2845,80.46,58,39,1.99
527,Jadu,LY,2022-01-24 00:24:28,31.953,12.0261,41.07,85,43,3.67
528,Pundaguitan,PH,2022-01-24 00:24:28,6.3711,126.1689,79.56,82,100,3.85
529,Khani,GE,2022-01-24 00:24:29,41.9563,42.9566,40.57,75,93,8.68
530,Coihaique,CL,2022-01-24 00:24:29,-45.5752,-72.0662,55.35,58,75,9.22
531,Sabang,ID,2022-01-24 00:24:30,5.8933,95.3214,79.2,76,79,4.83
532,Hovd,MN,2022-01-24 00:24:30,48.0056,91.6419,-4.67,73,8,5.35
533,Tateyama,JP,2022-01-24 00:24:31,34.9833,139.8667,48.47,64,100,18.1
534,Sorong,ID,2022-01-24 00:24:31,-0.8833,131.25,81.54,76,99,5.37
535,Peniche,PT,2022-01-24 00:24:31,39.3558,-9.3811,51.46,75,13,8.01
536,Sterling,US,2022-01-24 00:20:39,39.0062,-77.4286,36.23,60,100,0.0
537,Nazarovo,RU,2022-01-24 00:24:32,56.0064,90.3914,-7.13,100,96,2.15
538,Nouakchott,MR,2022-01-24 00:24:33,18.0858,-15.9785,76.93,26,99,10.89
539,Broken Hill,AU,2022-01-24 00:24:33,-31.95,141.4333,80.31,41,75,14.97
540,Tucuman,AR,2022-01-24 00:24:34,-26.8241,-65.2226,69.8,94,75,5.75
541,Maroua,CM,2022-01-24 00:24:34,10.591,14.3159,67.69,20,0,7.99
542,Shellbrook,CA,2022-01-24 00:24:35,53.2168,-106.4011,9.63,92,100,9.35
543,Izhma,RU,2022-01-24 00:24:35,65.0083,53.9113,9.54,93,93,10.42
544,Simao,CN,2022-01-24 00:24:35,22.7886,100.9748,44.42,83,2,1.07
545,Sindor,RU,2022-01-24 00:20:06,62.8629,51.8905,6.48,97,95,6.04
546,Merauke,ID,2022-01-24 00:24:36,-8.4667,140.3333,83.62,74,97,8.9
547,Heihe,CN,2022-01-24 00:25:37,50.2441,127.4902,-3.42,95,5,2.42
548,Pozo Colorado,PY,2022-01-24 00:25:37,-23.4923,-58.7972,89.11,32,2,4.36
549,Yazd,IR,2022-01-24 00:25:38,31.8972,54.3675,33.91,27,0,4.61
550,Nueva Gerona,CU,2022-01-24 00:25:38,21.8833,-82.8,72.61,75,29,15.55
551,Kaniama,CD,2022-01-24 00:25:39,-7.5667,24.1833,63.81,96,96,2.66
552,Port Hedland,AU,2022-01-24 00:25:39,-20.3167,118.5667,89.65,70,78,4.61
553,Tomatlan,MX,2022-01-24 00:25:39,19.9333,-105.25,81.09,50,80,5.93
554,Faya,SA,2022-01-24 00:25:40,18.3851,42.4509,50.11,55,42,3.4
555,Paamiut,GL,2022-01-24 00:25:40,61.994,-49.6678,23.13,74,100,13.49
556,Shuangyang,CN,2022-01-24 00:25:41,43.5242,125.6736,-4.04,83,94,3.02
557,Kuytun,RU,2022-01-24 00:25:41,54.3419,101.5036,4.37,97,100,4.0
558,Waingapu,ID,2022-01-24 00:25:42,-9.6567,120.2641,81.45,76,93,12.15
559,Illapel,CL,2022-01-24 00:25:42,-31.6308,-71.1653,69.01,61,0,5.17
560,Kisangani,CD,2022-01-24 00:25:43,0.5167,25.2,72.59,82,99,2.77
561,Isparta,TR,2022-01-24 00:25:43,38.0,31.0,12.96,87,100,11.07
562,Bubaque,GW,2022-01-24 00:25:44,11.2833,-15.8333,79.14,77,16,10.09
563,Turka,UA,2022-01-24 00:25:44,49.1541,23.0297,12.25,99,99,1.81
564,Okmulgee,US,2022-01-24 00:25:45,35.6234,-95.9605,55.29,49,0,0.0
565,Pahrump,US,2022-01-24 00:25:45,36.2083,-115.9839,64.45,17,0,1.99
566,Markova,UA,2022-01-24 00:25:46,48.6758,24.4138,10.35,98,100,2.73
567,Inuvik,CA,2022-01-24 00:21:21,68.3499,-133.7218,2.16,78,75,3.44
568,Praia,CV,2022-01-24 00:25:46,14.9215,-23.5087,73.94,78,75,14.97
569,Benidorm,ES,2022-01-24 00:25:47,38.5382,-0.131,50.0,69,38,9.57
570,Havoysund,NO,2022-01-24 00:25:47,70.9963,24.6622,43.68,83,100,41.81
571,Grindavik,IS,2022-01-24 00:25:48,63.8424,-22.4338,30.15,93,75,4.61
572,Kralendijk,BQ,2022-01-24 00:25:48,12.15,-68.2667,78.78,73,0,12.66
573,Palafrugell,ES,2022-01-24 00:25:48,41.9174,3.1631,39.34,85,3,3.6
574,Dubrovnik,HR,2022-01-24 00:25:49,42.6481,18.0922,35.24,37,0,5.75
575,Kerema,PG,2022-01-24 00:25:49,-7.9631,145.7785,84.56,65,93,2.3
576,Quatre Cocos,MU,2022-01-24 00:25:50,-20.2078,57.7625,78.91,79,55,8.39
577,Hoa Binh,VN,2022-01-24 00:25:50,20.8133,105.3383,67.89,89,85,1.01
578,Goderich,CA,2022-01-24 00:23:30,43.7501,-81.7165,12.9,72,87,6.91
579,Chittur,IN,2022-01-24 00:25:51,10.7,76.75,71.15,91,10,1.86
580,Doctor Arroyo,MX,2022-01-24 00:25:52,23.6667,-100.1833,58.15,63,20,13.35
581,Kamiiso,JP,2022-01-24 00:25:52,41.8167,140.65,30.58,64,40,8.05
582,Atocha,BO,2022-01-24 00:25:53,-20.9333,-66.2333,45.91,89,91,9.24
583,High Level,CA,2022-01-24 00:25:53,58.5169,-117.136,6.91,85,100,3.44
584,Kurumkan,RU,2022-01-24 00:25:54,54.3,110.3,-1.28,91,97,2.3
585,Westport,US,2022-01-24 00:25:54,41.1415,-73.3579,35.58,64,100,5.99
586,Nianzishan,CN,2022-01-24 00:25:55,47.5167,122.8833,2.91,92,100,1.05
587,Kilindoni,TZ,2022-01-24 00:25:55,-7.9139,39.6668,79.59,82,100,15.19
588,Dunda,TZ,2022-01-24 00:25:55,-8.1167,34.25,65.19,95,100,2.33
589,Ambulu,ID,2022-01-24 00:25:56,-8.345,113.6058,79.48,84,91,4.03
590,Sidi Ali,DZ,2022-01-24 00:25:56,36.0998,0.4206,46.42,79,29,4.68
